v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Is toshiba portege m100 gd?,,,
ham,She doesnt need any test.,,,
ham,Wat time do u wan 2 meet me later?,,,
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,,
ham,No plm i will come da. On the way.,,,
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,,,
ham,Hey mr whats the name of that bill brison book the one about language and words ,,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,,,
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",,,
ham,So that means you still think of teju,,,
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),,,
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,,,
ham,Think + da. You wil do.,,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,
ham,Dear good morning how you feeling dear,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
ham,Dear where you will be when i reach there,,,
ham,Where r we meeting?,,,
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
ham,Lol where do u come up with these ideas?,,,
ham,LMAO where's your fish memory when I need it?,,,
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",,,
ham,Your dad is back in ph?,,,
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",,,
ham,"Awesome, be there in a minute",,,
ham,No calls..messages..missed calls,,,
ham,He dint tell anything. He is angry on me that why you told to abi.,,,
ham,My sister cleared two round in birla soft yesterday.,,,
ham,I dont know exactly could you ask chechi.,,,
ham,I'm in office now . I will call you  &lt;#&gt;  min:),,,
ham,"\Pete can you please ring meive hardly gotany credit\""""",,,
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",Well there's still a bit left if you guys want to tonight,,
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,,,
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,,,
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,,,
ham,Now project pa. After that only i can come.,,,
ham,"Yeah, probably earlier than that",,,
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,,,
ham,"\Im on gloucesterroad what are uup to later?\""""",,,
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,,,
ham,I'll talk to the others and probably just come early tomorrow then,,,
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",,,
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",,,
ham,"I call you later, don't have network. If urgnt, sms me.",,,
ham,Shall i ask one thing if you dont mistake me.,,,
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,,,
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,
ham,She's borderline but yeah whatever.,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,,,
ham,"Ya, told..she was asking wats matter?",,,
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,,,
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,,,
ham,G.W.R,,,
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
ham,"not that I know of, most people up here are still out of town",,,
ham,I am great princess! What are you thinking about me? :),,,
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",,,
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",,,
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,,,
ham,"You aren't coming home between class, right? I need to work out and shower!",,,
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,
ham,Erutupalam thandiyachu,,,
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",,,
ham,"Babe, I need your advice",,,
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,
ham,Aiyo please Ì_ got time meh.,,,
ham,"Ok., is any problem to u frm him? Wats matter?",,,
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",,,
ham,Did u got that persons story,,,
ham,Also maaaan are you missing out,,,
ham,Hows that watch resizing,,,
ham,Tired. I haven't slept well the past few nights.,,,
ham,Quite lor. But dun tell him wait he get complacent...,,,
ham,I can't make it tonight,,,
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,,,
ham,Nothing. Can...,,,
ham,Thanx...,,,
ham,I think i've fixed it can you send a test message?,,,
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,
ham,Jus ans me lar. U'll noe later.,,,
ham,Ding me on ya break fassyole! Blacko from londn,,,
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,
ham,Thank you princess! I want to see your nice juicy booty...,,,
ham,"Theoretically yeah, he could be able to come",,,
ham,Y Ì_ wan to go there? C doctor?,,,
ham,Yup ok...,,,
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,,,
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,
ham,"Thank you. And by the way, I just lost.",,,
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,,,
ham,Infact happy new year. How are you where are you when are we seeing,,,
ham,\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them," just Keep-in-touch\"" gdeve.."""
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,,,
ham,Why nothing. Ok anyway give me treat,,,
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",,,
ham,Are you willing to go for aptitude class.,,,
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
ham,Oh ok wait 4 me there... My lect havent finish,,,
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,,,
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",,,
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,
ham,Prepare to be pleasured :),,,
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",,,
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,,,
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",,,
ham,"Why is that, princess? I bet the brothas are all chasing you!",,,
ham,At 7 we will go ok na.,,,
ham,She's fine. Sends her greetings,,,
ham,Thats cool. How was your day?,,,
ham,"This is one of the days you have a billion classes, right?",,,
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,,,
ham,Anything lor but toa payoh got place 2 walk meh...,,,
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,,,
ham,K...k:)why cant you come here and search job:),,,
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
ham,I will lick up every drop :) are you ready to use your mouth as well?,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,S....s...india going to draw the series after many years in south african soil..,,,
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,,,
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",,,
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,
ham,Wewa is 130. Iriver 255. All 128 mb.,,,
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",,,
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,,,
ham,"If we hit it off, you can move in with me :)",,,
ham,"Sorry, I'll call later",,,
ham,I'm hungry buy smth home...,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",,,
ham,Your brother is a genius,,,
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,,,
ham,I wanna watch that movie,,,
ham,Yes princess! I want to make you happy...,,,
ham,Eh den sat u book e kb liao huh...,,,
ham,Why she wants to talk to me,,,
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,,,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,,,
ham,I'm at home. Please call,,,
ham,"And very importantly, all we discuss is between u and i only.",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
ham,Do you like Italian food?,,,
ham,Well. You know what i mean. Texting,,,
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",,,
ham,i felt so...not any conveying reason.. Ese he... What about me?,,,
